Full Name,Date of Birth,Country,State,Religion,Caste,Family Income,School Name,10th Percentage,Higher Education,12th Percentage,Diploma Percentage,Graduation Percentage,Course Type,University,Institution State,Tuition Fee,Exam Fee,Living Type,Hostel Fee,Travel Fee,Father's Name,Mother's Name,Bank Name,Branch Name,Credit Score
Aanya Dutta,2004-01-23,India,Telangana,Christian,SC,450280,Narayana,78,12th,69.0,,,Engineering,ICFAI Business School,Telangana,248326,5377,Hosteller,45195,0,Chakradev,Sai,ICICI Bank,Hyderabad,765
Meera Ramakrishnan,1999-05-24,India,Telangana,Other,OBC,729210,Sri Chaitanya,65,Diploma,,75.0,,Engineering,BITS Pilani Hyderabad,Telangana,209245,5506,Hosteller,27626,0,Bachittar,Xalak,ICICI Bank,Hyderabad,810
sri Dalal,2007-02-26,India,Telangana,Christian,OBC,363203,Sri Chaitanya,94,12th,92.0,,,Engineering,Jawaharlal Nehru Technological University,Telangana,235590,8101,Day Scholar,0,6067,Darsh,Tanmayi,Bajaj Finserv,Hyderabad,727
Raj Rout,2002-12-23,India,Telangana,Muslim,OBC,916443,Bhavans,64,Diploma,,83.0,,Law,mrecw,Telangana,86289,4554,Day Scholar,0,3004,Guneet,Siya,Union Bank of India,Hyderabad,611
Aditya Chada,2001-05-10,India,Telangana,Hindu,Other,840175,Sri Chaitanya,62,12th,82.0,,,PhD,ICFAI Business School,Telangana,250696,9661,Hosteller,42923,0,Tanveer,Hema,Bank of India,Hyderabad,642
Aaditya Pant,2002-11-29,India,Telangana,Christian,General,966403,Hyderabad Public School,90,12th,62.0,,,Arts,University of Hyderabad,Telangana,244582,6273,Day Scholar,0,4578,Abeer,Pooja,Bank of India,Hyderabad,820
Aditya Salvi,2001-12-11,India,Telangana,Other,Other,998608,Sri Chaitanya,73,Diploma,,74.0,,Medical,Osmania University,Telangana,90393,3180,Hosteller,39773,0,Luke,Bhanumati,ICICI Bank,Hyderabad,824
Priya Datta,2001-01-27,India,Telangana,Sikh,Other,718983,Bhavans,73,Graduation,,,51.0,Law,ICFAI Business School,Telangana,206210,2338,Day Scholar,0,8987,Anirudh,Vanya,Canara Bank,Hyderabad,666
Ayaan Mandal,2000-12-04,India,Telangana,Sikh,Other,155111,Sri Chaitanya,66,Diploma,,83.0,,Medical,ICFAI Business School,Telangana,122809,3597,Day Scholar,0,2283,Mitesh,Nikita,Federal Bank,Hyderabad,679
Priya Shroff,2002-12-06,India,Telangana,Christian,Other,842461,Bhavans,76,Diploma,,67.0,,Arts,Osmania University,Telangana,129641,3861,Hosteller,30081,0,Onveer,Nimrat,HDFC Bank,Hyderabad,809
Isha Kaur,2005-07-26,India,Telangana,Other,General,808835,Bhavans,64,12th,60.0,,,PhD,Osmania University,Telangana,68766,9394,Hosteller,18151,0,Nihal,Sanya,ICICI Bank,Hyderabad,838
Aarav Khanna,2006-11-17,India,Telangana,Muslim,OBC,723863,Sri Chaitanya,65,Graduation,,,89.0,PhD,Osmania University,Telangana,121531,3010,Day Scholar,0,2965,Darsh,Sara,Bank of Baroda,Hyderabad,665
Priya Ratta,2001-01-28,India,Telangana,Other,Other,71552,Oakridge International School,60,Graduation,,,67.0,Law,Jawaharlal Nehru Technological University,Telangana,209562,2054,Hosteller,39138,0,Isaiah,Ekantika,Federal Bank,Hyderabad,848
Vivaan Tata,2000-11-16,India,Telangana,Sikh,OBC,789552,Hyderabad Public School,72,12th,92.0,,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,225077,5879,Hosteller,33048,0,Wahab,Tara,IDFC FIRST Bank,Hyderabad,652
Ananya Jain,2001-05-30,India,Telangana,Muslim,Other,179362,Sri Chaitanya,69,Diploma,,80.0,,Engineering,Osmania University,Telangana,178188,1448,Day Scholar,0,5919,Gabriel,Sai,Bank of Baroda,Hyderabad,778
Aarav Seshadri,1999-10-08,India,Telangana,Other,SC,175806,Oakridge International School,85,Graduation,,,52.0,Engineering,Osmania University,Telangana,270566,9924,Hosteller,27718,0,Robert,Ekantika,HDFC Bank,Hyderabad,653
Nisha Sengupta,2000-02-17,India,Telangana,Sikh,SC,887410,Hyderabad Public School,79,12th,80.0,,,PhD,ICFAI Business School,Telangana,255509,2392,Hosteller,38793,0,Xavier,Vidhi,IDFC FIRST Bank,Hyderabad,763
sri Lad,2003-08-01,India,Telangana,Sikh,OBC,275779,Bhavans,81,Graduation,,,61.0,Vocational Training,Jawaharlal Nehru Technological University,Telangana,229307,2284,Day Scholar,0,8132,Charles,Madhavi,Bank of Baroda,Hyderabad,700
Aditya Lad,1999-09-25,India,Telangana,Hindu,OBC,871273,Hyderabad Public School,63,12th,61.0,,,Arts,ICFAI Business School,Telangana,113031,5453,Hosteller,43989,0,Charles,Amaira,Bank of India,Hyderabad,666
Sanya Prabhu,2001-03-10,India,Telangana,Hindu,Other,1087715,Oakridge International School,87,12th,73.0,,,Engineering,mrecw,Telangana,219227,8957,Day Scholar,0,8109,Imaran,Ekta,Punjab National Bank,Hyderabad,841
Isha Wali,2001-06-21,India,Telangana,Hindu,General,285584,Sri Chaitanya,68,Diploma,,76.0,,Vocational Training,University of Hyderabad,Telangana,260807,5436,Hosteller,30769,0,Ojas,Krishna,Union Bank of India,Hyderabad,694
sri Dutta,2002-05-23,India,Telangana,Hindu,General,616550,Oakridge International School,77,Diploma,,70.0,,Law,Jawaharlal Nehru Technological University,Telangana,177140,4815,Day Scholar,0,9384,Tristan,Advika,Bank of Baroda,Hyderabad,666
Sanya Char,2001-12-18,India,Telangana,Hindu,Other,770058,Oakridge International School,79,Graduation,,,78.0,Law,Osmania University,Telangana,235303,1938,Day Scholar,0,6123,Girik,Jagrati,State Bank of India,Hyderabad,684
Aaditya Kakar,2006-07-20,India,Telangana,Christian,OBC,1046518,Bhavans,67,Graduation,,,74.0,Engineering,ICFAI Business School,Telangana,276116,5906,Day Scholar,0,6925,Ekansh,Forum,State Bank of India,Hyderabad,807
Ishaan Nagy,2000-08-12,India,Telangana,Sikh,ST,1193027,Narayana,63,Graduation,,,88.0,Law,Jawaharlal Nehru Technological University,Telangana,179354,2323,Hosteller,29583,0,Jack,Geetika,Kotak Mahindra Bank,Hyderabad,664
Kian Bains,2000-11-02,India,Telangana,Other,OBC,1186225,Delhi Public School,72,Graduation,,,72.0,Law,University of Hyderabad,Telangana,248517,5439,Hosteller,42268,0,Nitesh,Yutika,Federal Bank,Hyderabad,734
Arjun Sabharwal,2004-08-22,India,Telangana,Hindu,Other,307658,Hyderabad Public School,85,12th,82.0,,,Engineering,Osmania University,Telangana,188304,3729,Day Scholar,0,7595,Rachit,Sachi,Union Bank of India,Hyderabad,600
Rupa Hora,2006-05-22,India,Telangana,Sikh,Other,622369,Sri Chaitanya,65,Diploma,,60.0,,PhD,Jawaharlal Nehru Technological University,Telangana,108913,9795,Day Scholar,0,2648,Advay,Forum,State Bank of India,Hyderabad,737
Isha Chahal,2004-10-09,India,Telangana,Hindu,OBC,293409,Sri Chaitanya,87,12th,69.0,,,Arts,Jawaharlal Nehru Technological University,Telangana,275740,7731,Day Scholar,0,9611,Finn,Janya,Punjab National Bank,Hyderabad,711
Vivaan Gera,1999-12-24,India,Telangana,Other,General,1055497,Delhi Public School,88,Diploma,,73.0,,MBA,BITS Pilani Hyderabad,Telangana,115031,3269,Hosteller,39992,0,Tanveer,Jalsa,RBL Bank,Hyderabad,849
Rupa Narasimhan,2001-12-16,India,Telangana,Sikh,ST,608857,Bhavans,74,Graduation,,,54.0,Vocational Training,Osmania University,Telangana,76960,8246,Hosteller,43903,0,Darpan,Xiti,Kotak Mahindra Bank,Hyderabad,623
Vivaan Nanda,1999-07-21,India,Telangana,Other,General,721495,Narayana,87,Diploma,,71.0,,Arts,Osmania University,Telangana,121305,8098,Hosteller,34146,0,Tarak,Anjali,Bank of Baroda,Hyderabad,766
Aditya Sarkar,2000-06-19,India,Telangana,Christian,ST,74928,Sri Chaitanya,91,Diploma,,51.0,,Law,mrecw,Telangana,79786,8667,Hosteller,11700,0,Aadi,Urvashi,HDFC Bank,Hyderabad,736
Rupa Pandit,2004-07-18,India,Telangana,Muslim,Other,1081616,Hyderabad Public School,79,12th,94.0,,,MBA,mrecw,Telangana,284840,8414,Day Scholar,0,8642,Caleb,Xalak,Punjab National Bank,Hyderabad,804
Saanvi Mahal,2001-06-22,India,Telangana,Hindu,General,139372,Sri Chaitanya,73,12th,73.0,,,Vocational Training,University of Hyderabad,Telangana,286637,3460,Day Scholar,0,5689,Mohammed,Barkha,State Bank of India,Hyderabad,707
Ananya Krishna,2000-06-17,India,Telangana,Christian,Other,326247,Delhi Public School,88,Graduation,,,62.0,Engineering,Osmania University,Telangana,94699,4534,Day Scholar,0,6034,Krish,Sanya,Axis Bank,Hyderabad,806
Raj Dar,2001-12-30,India,Telangana,Other,SC,881236,Narayana,92,Graduation,,,67.0,Vocational Training,ICFAI Business School,Telangana,192289,2671,Hosteller,43863,0,Umang,Priya,HDFC Bank,Hyderabad,626
Aditya Baria,2000-10-27,India,Telangana,Hindu,SC,1142285,Delhi Public School,84,12th,60.0,,,Law,University of Hyderabad,Telangana,89478,1476,Day Scholar,0,4024,Pranav,Ati,Union Bank of India,Hyderabad,698
Priya Khosla,2000-04-01,India,Telangana,Christian,OBC,674621,Sri Chaitanya,82,Diploma,,72.0,,Arts,ICFAI Business School,Telangana,290089,6244,Hosteller,18558,0,Balveer,Zaitra,RBL Bank,Hyderabad,674
Ananya Bal,2005-08-31,India,Telangana,Hindu,SC,456474,Oakridge International School,60,Graduation,,,55.0,Arts,mrecw,Telangana,255881,6488,Hosteller,34723,0,Hemang,Jyoti,RBL Bank,Hyderabad,646
Ishaan Sampath,2003-10-16,India,Telangana,Sikh,General,327093,Delhi Public School,89,12th,76.0,,,Medical,Osmania University,Telangana,73623,8130,Day Scholar,0,7082,Om,Omaja,Bank of Baroda,Hyderabad,658
Reyansh Prashad,2006-05-27,India,Telangana,Christian,ST,255158,Oakridge International School,62,Graduation,,,71.0,Law,mrecw,Telangana,107710,8796,Day Scholar,0,5495,Nakul,Vasana,Axis Bank,Hyderabad,705
Shreya Krish,2001-01-04,India,Telangana,Sikh,SC,646457,Hyderabad Public School,94,Diploma,,68.0,,PhD,BITS Pilani Hyderabad,Telangana,235771,4935,Hosteller,19698,0,Umang,Libni,HDFC Bank,Hyderabad,654
Raj Dada,2006-09-29,India,Telangana,Muslim,OBC,67887,Bhavans,84,12th,87.0,,,Engineering,mrecw,Telangana,223465,4141,Day Scholar,0,5687,Vihaan,Shivani,RBL Bank,Hyderabad,602
Sanya Pandit,2000-09-21,India,Telangana,Sikh,ST,653743,Narayana,60,Graduation,,,68.0,MBA,mrecw,Telangana,122125,5043,Day Scholar,0,5613,Benjamin,Vedika,Kotak Mahindra Bank,Hyderabad,815
Reyansh Kalla,2003-06-21,India,Telangana,Hindu,SC,598607,Bhavans,61,Diploma,,88.0,,PhD,Osmania University,Telangana,59049,7326,Day Scholar,0,7195,Gunbir,Aarna,Bank of Baroda,Hyderabad,612
Aditya Sharaf,2003-12-16,India,Telangana,Christian,General,830335,Narayana,69,Graduation,,,67.0,Medical,Jawaharlal Nehru Technological University,Telangana,179635,5486,Day Scholar,0,7740,Ojas,Lopa,Union Bank of India,Hyderabad,626
Nisha Memon,2000-09-23,India,Telangana,Hindu,SC,134089,Narayana,66,Graduation,,,82.0,Law,University of Hyderabad,Telangana,183606,6762,Hosteller,20892,0,Jagdish,Bhavya,HDFC Bank,Hyderabad,676
Sanya Pillay,2004-01-02,India,Telangana,Sikh,ST,181091,Bhavans,93,Diploma,,66.0,,Medical,University of Hyderabad,Telangana,97309,4054,Day Scholar,0,9864,Qasim,Hemani,State Bank of India,Hyderabad,776
Kian Bath,2006-05-05,India,Telangana,Other,Other,341204,Sri Chaitanya,61,12th,78.0,,,PhD,ICFAI Business School,Telangana,162739,8695,Day Scholar,0,5413,Omkaar,Janya,HDFC Bank,Hyderabad,757
Riya Shenoy,2001-01-31,India,Telangana,Sikh,SC,410157,Sri Chaitanya,61,Diploma,,77.0,,Arts,Jawaharlal Nehru Technological University,Telangana,138279,7583,Hosteller,48782,0,Baljiwan,Vedika,Federal Bank,Hyderabad,812
Saanvi Vohra,2003-09-21,India,Telangana,Muslim,OBC,1012671,Narayana,80,Diploma,,81.0,,MBA,mrecw,Telangana,215565,6246,Day Scholar,0,8355,Benjamin,Indali,ICICI Bank,Hyderabad,775
Saanvi Rai,2005-09-10,India,Telangana,Christian,OBC,1108342,Hyderabad Public School,84,Diploma,,62.0,,Medical,BITS Pilani Hyderabad,Telangana,230642,2130,Day Scholar,0,2068,Rachit,Panini,RBL Bank,Hyderabad,776
Shreya Samra,2001-05-02,India,Telangana,Hindu,ST,1152373,Sri Chaitanya,93,Graduation,,,69.0,PhD,ICFAI Business School,Telangana,168986,9291,Hosteller,48871,0,Isaac,Chavvi,HDFC Bank,Hyderabad,689
Ananya Barad,2004-09-10,India,Telangana,Other,OBC,614306,Oakridge International School,90,Graduation,,,61.0,Engineering,ICFAI Business School,Telangana,219424,3928,Day Scholar,0,3222,Darsh,Indali,ICICI Bank,Hyderabad,773
Sanya Kala,2001-11-07,India,Telangana,Sikh,SC,1193002,Delhi Public School,67,12th,60.0,,,Vocational Training,mrecw,Telangana,265094,9947,Day Scholar,0,5665,Dalbir,Harinakshi,IDFC FIRST Bank,Hyderabad,830
Ayaan Bava,2007-02-15,India,Telangana,Christian,ST,577555,Sri Chaitanya,89,Graduation,,,79.0,Medical,Osmania University,Telangana,76031,5285,Day Scholar,0,6233,Samuel,Nidra,Canara Bank,Hyderabad,612
Aarav Iyer,2001-10-28,India,Telangana,Muslim,Other,1154302,Oakridge International School,83,Diploma,,54.0,,Law,ICFAI Business School,Telangana,146954,7665,Hosteller,32585,0,Krish,Hiral,Union Bank of India,Hyderabad,696
Priya Prabhakar,2002-07-28,India,Telangana,Hindu,ST,614025,Delhi Public School,73,Graduation,,,54.0,MBA,Jawaharlal Nehru Technological University,Telangana,136099,2279,Day Scholar,0,8758,Luke,Rajata,Bank of Baroda,Hyderabad,828
Kian Jain,2002-08-23,India,Telangana,Sikh,ST,445368,Hyderabad Public School,81,12th,91.0,,,Arts,BITS Pilani Hyderabad,Telangana,291652,4856,Day Scholar,0,5123,Zehaan,Leela,Canara Bank,Hyderabad,812
Meera Pillay,2005-11-19,India,Telangana,Sikh,General,227110,Hyderabad Public School,84,12th,68.0,,,Engineering,mrecw,Telangana,185424,1737,Hosteller,29535,0,Gagan,Sanaya,Punjab National Bank,Hyderabad,635
Aditya Vyas,2005-11-09,India,Telangana,Muslim,General,1138191,Narayana,62,Diploma,,87.0,,MBA,University of Hyderabad,Telangana,88030,8075,Day Scholar,0,4482,Chaitanya,Forum,HDFC Bank,Hyderabad,633
Sanya Parsa,1999-09-03,India,Telangana,Christian,OBC,398477,Sri Chaitanya,70,Graduation,,,54.0,Law,ICFAI Business School,Telangana,100741,5000,Hosteller,47186,0,Nathaniel,Omaja,Kotak Mahindra Bank,Hyderabad,819
Aaditya Chakraborty,1999-07-22,India,Telangana,Christian,SC,1092175,Narayana,77,Graduation,,,50.0,Medical,University of Hyderabad,Telangana,199114,7454,Day Scholar,0,3670,Jonathan,Veda,RBL Bank,Hyderabad,756
Vivaan Virk,2002-02-22,India,Telangana,Other,SC,717285,Narayana,81,Diploma,,60.0,,Engineering,University of Hyderabad,Telangana,77270,5357,Hosteller,30780,0,Ayushman,Aashi,Canara Bank,Hyderabad,841
Aarav Wason,2001-01-31,India,Telangana,Christian,SC,1134283,Oakridge International School,91,Diploma,,84.0,,Arts,Jawaharlal Nehru Technological University,Telangana,156733,2618,Day Scholar,0,4560,Frederick,Ladli,RBL Bank,Hyderabad,746
Aditya Khanna,2003-02-19,India,Telangana,Other,ST,377657,Oakridge International School,66,Graduation,,,87.0,Arts,mrecw,Telangana,82863,8348,Day Scholar,0,2917,Matthew,Urvi,Federal Bank,Hyderabad,647
Arjun Chawla,2004-02-04,India,Telangana,Sikh,General,496107,Hyderabad Public School,70,Graduation,,,60.0,Engineering,Osmania University,Telangana,200288,4462,Hosteller,41541,0,Sai,Arunima,RBL Bank,Hyderabad,804
Isha Sangha,2003-02-22,India,Telangana,Christian,SC,99785,Hyderabad Public School,60,Graduation,,,55.0,MBA,University of Hyderabad,Telangana,75336,7097,Day Scholar,0,7054,Farhan,Falak,IDFC FIRST Bank,Hyderabad,803
Ayaan Agrawal,2002-08-28,India,Telangana,Hindu,Other,1122436,Oakridge International School,79,Graduation,,,87.0,Arts,Osmania University,Telangana,71219,9421,Day Scholar,0,3636,Abhiram,Turvi,Bank of Baroda,Hyderabad,773
Ananya Dey,2006-09-13,India,Telangana,Christian,OBC,755648,Bhavans,90,12th,79.0,,,Engineering,University of Hyderabad,Telangana,185110,4383,Day Scholar,0,4908,Samesh,Arunima,Union Bank of India,Hyderabad,632
Vivaan Wali,1999-12-02,India,Telangana,Sikh,OBC,984861,Delhi Public School,80,Graduation,,,55.0,Medical,BITS Pilani Hyderabad,Telangana,119110,7291,Day Scholar,0,3937,Ekavir,Anya,Federal Bank,Hyderabad,795
Ishaan Char,2006-02-13,India,Telangana,Christian,OBC,501932,Delhi Public School,78,Diploma,,90.0,,PhD,Osmania University,Telangana,85139,7151,Hosteller,45963,0,Parth,Jeevika,Canara Bank,Hyderabad,675
Ishaan Soni,2004-06-03,India,Telangana,Other,Other,464940,Sri Chaitanya,87,12th,72.0,,,Arts,BITS Pilani Hyderabad,Telangana,244826,1842,Hosteller,28604,0,Chandresh,Nandini,Axis Bank,Hyderabad,641
Kian Kothari,2004-06-06,India,Telangana,Sikh,OBC,552734,Bhavans,64,Diploma,,60.0,,Engineering,University of Hyderabad,Telangana,179154,8401,Day Scholar,0,5340,Aryan,Aarna,Canara Bank,Hyderabad,750
Ishaan Bora,2000-05-11,India,Telangana,Christian,ST,837530,Hyderabad Public School,92,Graduation,,,53.0,MBA,University of Hyderabad,Telangana,144884,2571,Day Scholar,0,6168,Pranit,Keya,Bank of Baroda,Hyderabad,689
Vihaan Bose,2000-07-29,India,Telangana,Other,General,480296,Delhi Public School,69,12th,85.0,,,Medical,University of Hyderabad,Telangana,295387,8981,Day Scholar,0,8222,Xavier,Amara,Kotak Mahindra Bank,Hyderabad,717
Isha Dhar,2004-11-16,India,Telangana,Hindu,SC,375644,Oakridge International School,60,Diploma,,57.0,,Vocational Training,BITS Pilani Hyderabad,Telangana,208867,2679,Hosteller,46032,0,Kalpit,Mahika,Axis Bank,Hyderabad,665
Vihaan Narain,2004-07-05,India,Telangana,Sikh,Other,756880,Bhavans,75,Graduation,,,85.0,Arts,Jawaharlal Nehru Technological University,Telangana,227878,2497,Day Scholar,0,7740,Manan,Indira,State Bank of India,Hyderabad,679
Ayaan Srinivas,2006-09-04,India,Telangana,Other,Other,633918,Hyderabad Public School,85,12th,85.0,,,Arts,Jawaharlal Nehru Technological University,Telangana,295024,2774,Hosteller,43754,0,Veer,Jasmit,Canara Bank,Hyderabad,808
Ayaan Khatri,2006-12-12,India,Telangana,Other,Other,549101,Hyderabad Public School,88,Diploma,,86.0,,Engineering,BITS Pilani Hyderabad,Telangana,202997,7129,Hosteller,37742,0,Ranbir,Vamakshi,State Bank of India,Hyderabad,634
Ishaan Sarin,2002-09-07,India,Telangana,Christian,Other,155289,Sri Chaitanya,65,12th,75.0,,,Arts,Jawaharlal Nehru Technological University,Telangana,271051,3977,Hosteller,24778,0,Caleb,Mekhala,Bank of India,Hyderabad,740
Aaditya Hari,2003-07-04,India,Telangana,Hindu,SC,958924,Delhi Public School,94,Diploma,,89.0,,MBA,Jawaharlal Nehru Technological University,Telangana,265167,8059,Day Scholar,0,8805,Gagan,Vinaya,Bajaj Finserv,Hyderabad,683
Ayaan Dugal,2000-03-09,India,Telangana,Muslim,Other,315626,Narayana,78,12th,80.0,,,Medical,University of Hyderabad,Telangana,88772,3219,Day Scholar,0,9096,Nitesh,Vidhi,State Bank of India,Hyderabad,762
Saanvi Zachariah,2004-05-16,India,Telangana,Hindu,SC,726990,Sri Chaitanya,77,Diploma,,75.0,,Vocational Training,BITS Pilani Hyderabad,Telangana,160177,6559,Hosteller,12941,0,Vihaan,Adya,Bank of Baroda,Hyderabad,750
sri Pal,2004-01-25,India,Telangana,Hindu,OBC,431615,Oakridge International School,73,12th,88.0,,,Arts,Osmania University,Telangana,82079,3095,Day Scholar,0,9506,Onkar,Yochana,Bank of Baroda,Hyderabad,694
Ananya Vyas,2005-11-27,India,Telangana,Sikh,SC,780392,Delhi Public School,62,12th,78.0,,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,239879,9704,Day Scholar,0,4449,Kai,Darika,Punjab National Bank,Hyderabad,709
Rupa Konda,1999-04-02,India,Telangana,Christian,OBC,548759,Oakridge International School,60,Diploma,,90.0,,Law,University of Hyderabad,Telangana,110848,7684,Day Scholar,0,6781,Balhaar,Reva,Union Bank of India,Hyderabad,696
Raj Chandra,2004-06-12,India,Telangana,Christian,General,1195235,Sri Chaitanya,65,12th,91.0,,,Arts,Jawaharlal Nehru Technological University,Telangana,168907,9240,Hosteller,29983,0,Nihal,Aadhya,Canara Bank,Hyderabad,687
Saanvi Banerjee,2006-02-14,India,Telangana,Muslim,OBC,516674,Bhavans,93,Graduation,,,61.0,MBA,University of Hyderabad,Telangana,211797,5508,Day Scholar,0,9468,Matthew,Darika,ICICI Bank,Hyderabad,720
Rupa Varughese,1999-05-15,India,Telangana,Hindu,General,1042658,Delhi Public School,76,Diploma,,85.0,,Vocational Training,University of Hyderabad,Telangana,210655,2176,Hosteller,24060,0,George,Dhriti,ICICI Bank,Hyderabad,747
Vivaan Mital,2006-03-31,India,Telangana,Other,SC,1150778,Narayana,85,Diploma,,77.0,,Vocational Training,BITS Pilani Hyderabad,Telangana,197075,1047,Hosteller,46784,0,Ethan,Vansha,RBL Bank,Hyderabad,634
Meera Trivedi,1999-09-22,India,Telangana,Hindu,ST,970483,Bhavans,73,Graduation,,,67.0,Medical,Osmania University,Telangana,277021,2039,Hosteller,31551,0,Ethan,Vrinda,Punjab National Bank,Hyderabad,707
Saanvi Raval,2000-11-16,India,Telangana,Muslim,General,452452,Delhi Public School,69,Diploma,,78.0,,Arts,University of Hyderabad,Telangana,83541,1222,Hosteller,14797,0,Madhav,Kamala,RBL Bank,Hyderabad,850
Aaditya Srivastava,2003-01-30,India,Telangana,Muslim,OBC,94654,Narayana,86,Diploma,,75.0,,MBA,ICFAI Business School,Telangana,223813,8551,Day Scholar,0,6162,Jairaj,Oviya,Bajaj Finserv,Hyderabad,714
Aarav Suresh,2004-03-29,India,Telangana,Christian,ST,470440,Bhavans,82,12th,77.0,,,Vocational Training,ICFAI Business School,Telangana,84857,2075,Day Scholar,0,4684,Luke,Megha,HDFC Bank,Hyderabad,690
Raj Natt,2006-08-07,India,Telangana,Muslim,SC,330941,Hyderabad Public School,78,12th,73.0,,,PhD,BITS Pilani Hyderabad,Telangana,124261,6332,Day Scholar,0,7521,Reyansh,Yashica,Axis Bank,Hyderabad,771
Kian Mahajan,2003-01-11,India,Telangana,Hindu,General,1088013,Oakridge International School,94,Diploma,,85.0,,Medical,University of Hyderabad,Telangana,142254,1575,Day Scholar,0,9191,Nakul,Bhavani,IDFC FIRST Bank,Hyderabad,807
Reyansh Khatri,2002-11-28,India,Telangana,Other,General,659743,Hyderabad Public School,77,Graduation,,,65.0,Vocational Training,ICFAI Business School,Telangana,121665,7159,Hosteller,41998,0,Baljiwan,Janani,Federal Bank,Hyderabad,761
Saanvi Bhalla,2001-05-07,India,Telangana,Muslim,Other,1187639,Oakridge International School,65,12th,67.0,,,PhD,Jawaharlal Nehru Technological University,Telangana,52169,4542,Day Scholar,0,7828,Kiaan,Suhani,Punjab National Bank,Hyderabad,801
